name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classification,defense,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Absol,"['Pressure', 'Super Luck', 'Justified']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,35,565,30,Disaster,60,1.2,65,50,359,115,60,115,dark,,47,3,0
Wynaut,"['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,70,260,125,Bright,48,0.6,95,50,360,23,48,23,psychic,,14,3,0
Snorunt,"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,70,300,190,Snow Hat,50,0.7,50,50,361,50,50,50,ice,,16.8,3,0
Glalie,"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,70,580,75,Face,80,1.5,80,50,362,120,80,100,ice,,256.5,3,0
Spheal,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,70,290,255,Clap,50,0.8,70,50,363,55,50,25,ice,water,39.5,3,0
Sealeo,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,70,410,120,Ball Roll,70,1.1,90,50,364,75,70,45,ice,water,87.6,3,0
Walrein,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,70,530,45,Ice Break,90,1.4,110,50,365,95,90,65,ice,water,150.6,3,0
Clamperl,"['Shell Armor', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,70,345,255,Bivalve,85,0.4,35,50,366,74,55,32,water,,52.5,3,0
Huntail,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,70,485,60,Deep Sea,105,1.7,55,50,367,94,75,52,water,,27,3,0
Gorebyss,"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,70,485,60,South Sea,105,1.8,55,50,368,114,75,52,water,,22.6,3,0
Relicanth,"['Swift Swim', 'Rock Head', 'Sturdy']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,70,485,25,Longevity,130,1,100,88.1,369,45,65,55,water,rock,23.4,3,0
Luvdisc,"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,70,330,225,Rendezvous,55,0.6,43,24.6,370,40,65,97,water,,8.7,3,0
Bagon,"['Rock Head', 'Sheer Force']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,35,300,45,Rock Head,60,0.6,45,50,371,40,30,50,dragon,,42.1,3,0
Shelgon,"['Rock Head', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,35,420,45,Endurance,100,1.1,65,50,372,60,50,50,dragon,,110.5,3,0
Salamence,"['Intimidate', 'Moxie']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,35,700,45,Dragon,130,1.5,95,50,373,120,90,120,dragon,flying,102.6,3,0
Beldum,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,35,300,3,Iron Ball,80,0.6,40,,374,35,60,30,steel,psychic,95.2,3,0
Metang,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,35,420,3,Iron Claw,100,1.2,60,,375,55,80,50,steel,psychic,202.5,3,0
Metagross,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,35,700,3,Iron Leg,150,1.6,80,,376,105,110,110,steel,psychic,550,3,0
Regirock,"['Clear Body', 'Sturdy']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,35,580,3,Rock Peak,200,1.7,80,,377,50,100,50,rock,,230,3,1
Regice,"['Clear Body', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,35,580,3,Iceberg,100,1.8,80,,378,100,200,50,ice,,175,3,1
Registeel,"['Clear Body', 'Light Metal']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,35,580,3,Iron,150,1.9,80,,379,75,150,50,steel,,205,3,1
Latias,['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,90,700,3,Eon,120,1.4,80,0,380,140,150,110,dragon,psychic,40,3,1
Latios,['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,90,700,3,Eon,100,2,80,100,381,160,120,110,dragon,psychic,60,3,1
Kyogre,['Drizzle'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,0,770,3,Sea Basin,90,4.5,100,,382,180,160,90,water,,352,3,1
Groudon,['Drought'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,0,770,3,Continent,160,3.5,100,,383,150,90,90,ground,,950,3,1
Rayquaza,['Air Lock'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,0,780,45,Sky High,100,7,105,,384,180,100,115,dragon,flying,206.5,3,1
Jirachi,['Serene Grace'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,100,600,3,Wish,100,0.3,100,,385,100,100,100,steel,psychic,1.1,3,1
Deoxys,['Pressure'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,0,600,3,DNA,90,1.7,50,,386,95,90,180,psychic,,60.8,3,1
Turtwig,"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,70,318,45,Tiny Leaf,64,0.4,55,88.1,387,45,55,31,grass,,10.2,4,0
Grotle,"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,70,405,45,Grove,85,1.1,75,88.1,388,55,65,36,grass,,97,4,0
Torterra,"['Overgrow', 'Shell Armor']",2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,70,525,45,Continent,105,2.2,95,88.1,389,75,85,56,grass,ground,310,4,0
Chimchar,"['Blaze', 'Iron Fist']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,70,309,45,Chimp,44,0.5,44,88.1,390,58,44,61,fire,,6.2,4,0
Monferno,"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,70,405,45,Playful,52,0.9,64,88.1,391,78,52,81,fire,fighting,22,4,0
Infernape,"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,70,534,45,Flame,71,1.2,76,88.1,392,104,71,108,fire,fighting,55,4,0
Piplup,"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,70,314,45,Penguin,53,0.4,53,88.1,393,61,56,40,water,,5.2,4,0
Prinplup,"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,70,405,45,Penguin,68,0.8,64,88.1,394,81,76,50,water,,23,4,0
Empoleon,"['Torrent', 'Defiant']",0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,70,530,45,Emperor,88,1.7,84,88.1,395,111,101,60,water,steel,84.5,4,0
Starly,"['Keen Eye', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,70,245,255,Starling,30,0.3,40,50,396,30,30,60,normal,flying,2,4,0
Staravia,"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,70,340,120,Starling,50,0.6,55,50,397,40,40,80,normal,flying,15.5,4,0
Staraptor,"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,70,485,45,Predator,70,1.2,85,50,398,50,60,100,normal,flying,24.9,4,0
Bidoof,"['Simple', 'Unaware', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,70,250,255,Plump Mouse,40,0.5,59,50,399,35,40,31,normal,,20,4,0
Bibarel,"['Simple', 'Unaware', 'Moody']",1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,70,410,127,Beaver,60,1,79,50,400,55,60,71,normal,water,31.5,4,0
Kricketot,"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,70,194,255,Cricket,41,0.3,37,50,401,25,41,25,bug,,2.2,4,0
Kricketune,"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,70,384,45,Cricket,51,1,77,50,402,55,51,65,bug,,25.5,4,0
Shinx,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,70,263,235,Flash,34,0.5,45,50,403,40,34,45,electric,,9.5,4,0
Luxio,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,100,363,120,Spark,49,0.9,60,50,404,60,49,60,electric,,30.5,4,0
Luxray,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,70,523,45,Gleam Eyes,79,1.4,80,50,405,95,79,70,electric,,42,4,0
Budew,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,70,280,255,Bud,35,0.2,40,50,406,50,70,55,grass,poison,1.2,4,0
Roserade,"['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,70,515,75,Bouquet,65,0.9,60,50,407,125,105,90,grass,poison,14.5,4,0
Cranidos,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,70,350,45,Head Butt,40,0.9,67,88.1,408,30,30,58,rock,,31.5,4,0
Rampardos,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,70,495,45,Head Butt,60,1.6,97,88.1,409,65,50,58,rock,,102.5,4,0
Shieldon,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,70,350,45,Shield,118,0.5,30,88.1,410,42,88,30,rock,steel,57,4,0
Bastiodon,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,70,495,45,Shield,168,1.3,60,88.1,411,47,138,30,rock,steel,149.5,4,0
Burmy,"['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,70,224,120,Bagworm,45,0.2,40,50,412,29,45,36,bug,,3.4,4,0
Wormadam,"['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,70,424,45,Bagworm,95,0.5,60,0,413,69,95,36,bug,grass,6.5,4,0
Mothim,"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,70,424,45,Moth,50,0.9,70,100,414,94,50,66,bug,flying,23.3,4,0
Combee,"['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,70,244,120,Tiny Bee,42,0.3,30,88.1,415,30,42,70,bug,flying,5.5,4,0
Vespiquen,"['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,70,474,45,Beehive,102,1.2,70,0,416,80,102,40,bug,flying,38.5,4,0
Pachirisu,"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,100,405,200,EleSquirrel,70,0.4,60,50,417,45,90,95,electric,,3.9,4,0
Buizel,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,70,330,190,Sea Weasel,35,0.7,55,50,418,60,30,85,water,,29.5,4,0
Floatzel,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,70,495,75,Sea Weasel,55,1.1,85,50,419,85,50,115,water,,33.5,4,0
Cherubi,['Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,70,275,190,Cherry,45,0.4,45,50,420,62,53,35,grass,,3.3,4,0
Cherrim,['Flower Gift'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,70,450,75,Blossom,70,0.5,70,50,421,87,78,85,grass,,9.3,4,0
Shellos,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,70,325,190,Sea Slug,48,0.3,76,50,422,57,62,34,water,,6.3,4,0
Gastrodon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,70,475,75,Sea Slug,68,0.9,111,50,423,92,82,39,water,ground,29.9,4,0
Ambipom,"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,100,482,45,Long Tail,66,1.2,75,50,424,60,66,115,normal,,20.3,4,0
Drifloon,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,70,348,125,Balloon,34,0.4,90,50,425,60,44,70,ghost,flying,1.2,4,0
Drifblim,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,70,498,60,Blimp,44,1.2,150,50,426,90,54,80,ghost,flying,15,4,0
Buneary,"['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,0,350,190,Rabbit,44,0.4,55,50,427,44,56,85,normal,,5.5,4,0
Lopunny,"['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,140,580,60,Rabbit,94,1.2,65,50,428,54,96,135,normal,,33.3,4,0
Mismagius,['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,35,495,45,Magical,60,0.9,60,50,429,105,105,105,ghost,,4.4,4,0
Honchkrow,"['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,35,505,30,Big Boss,52,0.9,100,50,430,105,52,71,dark,flying,27.3,4,0
Glameow,"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,70,310,190,Catty,42,0.5,49,24.6,431,42,37,85,normal,,3.9,4,0
Purugly,"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,70,452,75,Tiger Cat,64,1,71,24.6,432,64,59,112,normal,,43.8,4,0
Chingling,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,70,285,120,Bell,50,0.2,45,50,433,65,50,45,psychic,,0.6,4,0
Stunky,"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,70,329,225,Skunk,47,0.4,63,50,434,41,41,74,poison,dark,19.2,4,0
Skuntank,"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,70,479,60,Skunk,67,1,103,50,435,71,61,84,poison,dark,38,4,0
Bronzor,"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,70,300,255,Bronze,86,0.5,57,,436,24,86,23,steel,psychic,60.5,4,0
Bronzong,"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,70,500,90,Bronze Bell,116,1.3,67,,437,79,116,33,steel,psychic,187,4,0
Bonsly,"['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,70,290,255,Bonsai,95,0.5,50,50,438,10,45,10,rock,,15,4,0
Mime Jr.,"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,70,310,145,Mime,45,0.6,20,50,439,70,90,60,psychic,fairy,13,4,0
Happiny,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,140,220,130,Playhouse,5,0.6,100,0,440,15,65,30,normal,,24.4,4,0
Chatot,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,35,411,30,Music Note,45,0.5,76,50,441,92,42,91,normal,flying,1.9,4,0
Spiritomb,"['Pressure', 'Infiltrator']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,70,485,100,Forbidden,108,1,50,50,442,92,108,35,ghost,dark,108,4,0
Gible,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,70,300,45,Land Shark,45,0.7,58,50,443,40,45,42,dragon,ground,20.5,4,0
Gabite,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,70,410,45,Cave,65,1.4,68,50,444,50,55,82,dragon,ground,56,4,0
Garchomp,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,70,700,45,Mach,115,1.9,108,50,445,120,95,92,dragon,ground,95,4,0
Munchlax,"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,70,390,50,Big Eater,40,0.6,135,88.1,446,40,85,5,normal,,105,4,0
Riolu,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,70,285,75,Emanation,40,0.7,40,88.1,447,35,40,60,fighting,,20.2,4,0
Lucario,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,70,625,45,Aura,88,1.2,70,88.1,448,140,70,112,fighting,steel,54,4,0
Hippopotas,"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,70,330,140,Hippo,78,0.8,68,50,449,38,42,32,ground,,49.5,4,0
Hippowdon,"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,70,525,60,Heavyweight,118,2,108,50,450,68,72,47,ground,,300,4,0
Skorupi,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,70,330,120,Scorpion,90,0.8,40,50,451,30,55,65,poison,bug,12,4,0
Drapion,"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,70,500,45,Ogre Scorp,110,1.3,70,50,452,60,75,95,poison,dark,61.5,4,0
Croagunk,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,100,300,140,Toxic Mouth,40,0.7,48,50,453,61,40,50,poison,fighting,23,4,0
Toxicroak,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,70,490,75,Toxic Mouth,65,1.3,83,50,454,86,65,85,poison,fighting,44.4,4,0
Carnivine,['Levitate'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,70,454,200,Bug Catcher,72,1.4,74,50,455,90,72,46,grass,,27,4,0
Finneon,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,70,330,190,Wing Fish,56,0.4,49,50,456,49,61,66,water,,7,4,0
Lumineon,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,70,460,75,Neon,76,1.2,69,50,457,69,86,91,water,,24,4,0
Mantyke,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,70,345,25,Kite,50,1,45,50,458,60,120,50,water,flying,65,4,0
Snover,"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,70,334,120,Frosted Tree,50,1,60,50,459,62,60,40,grass,ice,50.5,4,0
Abomasnow,"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,70,594,60,Frosted Tree,105,2.2,90,50,460,132,105,30,grass,ice,135.5,4,0
Weavile,"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,35,510,45,Sharp Claw,65,1.1,70,50,461,45,85,125,dark,ice,34,4,0
Magnezone,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,70,535,30,Magnet Area,115,1.2,70,,462,130,90,60,electric,steel,180,4,0
Lickilicky,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,70,515,30,Licking,95,1.7,110,50,463,80,95,50,normal,,140,4,0
Rhyperior,"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,70,535,30,Drill,130,2.4,115,50,464,55,55,40,ground,rock,282.8,4,0
Tangrowth,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,70,535,30,Vine,125,2,100,50,465,110,50,50,grass,,128.6,4,0
Electivire,"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,70,540,30,Thunderbolt,67,1.8,75,75.4,466,95,85,95,electric,,138.6,4,0
Magmortar,"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,70,540,30,Blast,67,1.6,75,75.4,467,125,95,83,fire,,68,4,0
Togekiss,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,70,545,30,Jubilee,95,1.5,85,88.1,468,120,115,80,fairy,flying,38,4,0
Yanmega,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,70,515,30,Ogre Darner,86,1.9,86,50,469,116,56,95,bug,flying,51.5,4,0
Leafeon,"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,35,525,45,Verdant,130,1,65,88.1,470,60,65,95,grass,,25.5,4,0
Glaceon,"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,35,525,45,Fresh Snow,110,0.8,65,88.1,471,130,95,65,ice,,25.9,4,0
Gliscor,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,70,510,30,Fang Scorp,125,2,75,50,472,45,75,95,ground,flying,42.5,4,0
Mamoswine,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,70,530,50,Twin Tusk,80,2.5,110,50,473,70,60,80,ice,ground,291,4,0
Porygon-Z,"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,70,535,30,Virtual,70,0.9,85,,474,135,75,90,normal,,34,4,0
Gallade,"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,35,618,45,Blade,95,1.6,68,100,475,65,115,110,psychic,fighting,52,4,0
Probopass,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,70,525,60,Compass,145,1.4,60,50,476,75,150,40,rock,steel,340,4,0
Dusknoir,"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,35,525,45,Gripper,135,2.2,45,50,477,65,135,45,ghost,,106.6,4,0
Froslass,"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,70,480,75,Snow Land,70,1.3,70,0,478,80,70,110,ice,ghost,26.6,4,0
Rotom,['Levitate'],0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,70,520,45,Plasma,107,0.3,50,,479,105,107,86,electric,ghost,0.3,4,0
Uxie,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,140,580,3,Knowledge,130,0.3,75,,480,75,130,95,psychic,,0.3,4,1
